exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_date,event_venue,source_url,source_year,organization_id
Karl H. Bartels GmbH,bartels-germany.de,+49 4126 3968257,krayenborg@bartels-germany.de,"Max-Planck-Straße 6, 25358, Horst, Germany",Germany,Hall B4 Ground floor | 300,"Bartels – Stair Climbers and Solutions for Professional Load Transportation Bartels is a specialist in professional solutions for the safe and efficient transportation of heavy and bulky loads up and down stairs and across different types of surfaces. Through its **Treppensteiger-Shop**, the company offers a comprehensive range of electric stair climbers, transport equipment and accessories for industry, retail, skilled trades, commercial businesses and other professional users. The product range includes stair climbers for a wide variety of requirements and applications – from compact, manoeuvrable units for narrow staircases and spiral staircases to powerful heavy-duty stair climbers designed to transport particularly heavy loads. Depending on the model, different load capacities, designs and functions are available. These include electric tracked stair climbers, units with lifting and levelling functions, as well as solutions for loads of several hundred kilograms. Bartels offers a wide selection of different technologies and manufacturers. The range is complemented by extensive accessories that allow the equipment to be adapted to various transport tasks and individual requirements. A particular focus is placed on **personalised consultation**. Since every staircase and transport situation has different requirements, Bartels supports customers in selecting the most suitable equipment. Upon request, stair climbers can be demonstrated on site and tested under real-world conditions. Rental solutions are also available for temporary or short-term applications. The range of applications is extensive. Stair climbers can, for example, facilitate the transportation of machinery, technical equipment, furniture, doors, windows and other heavy or bulky goods. They are used on construction sites, in skilled trades, industry, moving services and for internal material handling. Depending on the model, very heavy loads can also be transported safely and efficiently. In addition to sales and rental services, Bartels provides comprehensive **technical support**. Maintenance and repairs are carried out in the company's own workshop. This ensures that customers receive support beyond the initial purchase and can maintain the long-term operational reliability of their equipment. Bartels stands for **practical transport solutions, personalised advice and reliable technical service**. The company's goal is to provide the right solution for a wide range of requirements and to make the transportation of heavy loads easier, safer and more ergonomic. At the trade fair, Bartels will present modern stair climbers and transport solutions for professional applications, demonstrating how heavy and bulky goods can be moved efficiently even under challenging spatial conditions.",,Horst,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Karl-H-Bartels-GmbH--131668,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131668
Kaspa Dış Tic. A.Ş,kas.com.tr,,info@kastherm.de,"Eyüp Sultan Mah. Mezarlık Yolu Sk. No: 4, 34885, Sancaktepe/Istanbul, Türkiye",Türkiye,Hall A1 | 122,,,Sancaktepe/Istanbul,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Kaspa-D-Tic-A--151188,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,151188
KATHREIN Digital Systems GmbH,kathrein-ds.com,+49 8031 6193300,info@kathrein-ds.com,"Salinstraße 34, 83022, Rosenheim, Germany",Germany,Hall B5 | 341,"Technik für Empfang, Vernetzung und Mobilität KATHREIN steht für hochwertige Lösungen rund um digitale Empfangs- und Netzwerktechnik. Von SAT-Empfang und Signalverteilung über Camping & Caravaning bis hin zu eMobility und DAB+ Radios bieten wir durchdachte Produkte für private, gewerbliche und professionelle Einsatzbereiche. - Hochwertige Technik für zuverlässige Anwendungen - Breites Produktsortiment für Zuhause, unterwegs und professionelle Installationen - Erfahrung, Qualität und Service aus einer starken Marke",,Rosenheim,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--KATHREIN-Digital-Systems-GmbH--143168,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,143168
KE KELIT GmbH,kekelit.com,+43 732 779206,office@kekelit.com,"Ignaz-Mayer-Straße 17, 4020, Linz, Austria",Austria,Hall B6 | 162,"KE KELIT is a leading Austrian family business, based in Linz on the Danube river, that has been involved in the development, manufacture and sale of innovative pipe and air conditioning systems for over 80 years. Products coming out of Linz are in use worldwide. The company stands for quality, reliability and technical competence and has established itself as a permanent fixture in the European pipe industry. Founded in 1945 as an installation company, KE KELIT has become one of the world's leading pipe manufacturers and system suppliers. With over 170 patents, a clear focus on sustainable innovations and more than 700 employees worldwide, KE KELIT has secured its place as a technology and quality leader. Sustainability, energy efficiency, and ease of installation are central to our design philosophy. The range includes drinking water, heating, cooling, waste water, underfloor, wall and ceiling heating and air conditioning solutions, as well as compressed air, solar technology, refrigeration, district heating and district air conditioning. Today, KE KELIT has production sites in Austria, Slovakia and Malaysia, and works closely with strategic partners. A strong local presence ensures hands-on support and the rapid delivery of projects of any scale. KE KELIT combines innovation, family values and top quality, representing Austrian technical expertise worldwide without losing its roots in Linz.",,Linz,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--KE-KELIT-GmbH--131560,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131560
Keba Energy Automation GmbH,keba.com,+43 732 7090-0,keba@keba.com,"Reindlstraße 51, 4040, Linz, Austria",Austria,Hall B2 Ground floor | 210,"Easy charging. AC and DC. With smart and sustainable charging solutions for EVs, from passenger cars to heavy-duty trucks. E-mobility will only succeed if charging infrastructure is easy to use and enables the consumption of green energy. That’s why our intelligent and sustainable AC and DC hardware solutions, combined with KEBA software products, are the perfect complement to modern energy systems — whether for private, public or business applications. Moreover, all KEBA charging stations are manufactured exclusively in Austria. This ensures sustainability and absolute reliability. That’s why KEBA charging solutions are always the right choice — for CPOs, car manufacturers, operators of car and truck fleets, and anyone else who simply wants to charge with ease.",,Linz,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Keba-Energy-Automation-GmbH--131431,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131431
Kermi GmbH,kermi.com,+49 9931 501-0,info@kermi.de,"Pankofen-Bahnhof 1, 94447, Plattling, Germany",Germany,Hall A1 | 470,"As a company of MBT Climate, the European unit of the Building Technology business unit of the listed Midea Group, and an internationally orientated manufacturer, we are now one of the leading manufacturers of heating and ventilation systems in Europe. With around 1000 employees at our headquarters in Lower Bavaria, two production sites and a global market presence. With top quality products, pioneering production technology, motivated staff, and clear objectives: to bring together innovative solutions, trend-setting design, top quality, functionality, comfort, and reliability in the best possible way. With full system expertise for a natural indoor climate that makes you feel good. It is no coincidence that our products have been repeatedly honoured with important design prizes and prestigious awards for many years - also by our specialist partners. Engagement, responsibility, trust, and cooperation – at KERMI, these values have always been an essential part of our company culture. With a clear commitment to a 3-stage sales channel. With fair communication, comprehensive information, and effective sales support.",,Plattling,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Kermi-GmbH--131451,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131451
Kieback&Peter GmbH & Co. KG,kieback-peter.com,+49 30 60095-0,info@kieback-peter.de,"Tempelhofer Weg 50, 12347, Berlin, Germany",Germany,Hall A1 | 220,,,Berlin,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Kieback-Peter-GmbH-Co-KG--151607,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,151607
KIWI.KI GmbH,kiwi.ki,+493060983830,info@kiwi.ki,"Wattstraße 11, 13355, Berlin, Germany",Germany,Hall B7 | 476,"KIWI ist ein B2B-Anbieter für digitale Schließsysteme (Hardware & Software als Cloudlösung) aus Berlin. Die KIWI Plattform ermöglicht die digitale Zutrittskontrolle für alle Türen in Neubauten und Bestandsobjekten – von Hauseingängen über Gemeinschafts-, Keller- und Technikräume bis zu Büro- und Gewerbetüren. Wir sind spezialisiert auf intelligente Zutrittskontrolle für die Wohnungswirtschaft (Mehrfamilienhäuser mit Mietverwaltung und WEG-Verwaltung) und Gewerbeeinheiten im Quartier (Büros, Praxen, Coworking, Kitas, Pflege- und Servicewohnen, Ferien- und Gästewohnungen).",,Berlin,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--KIWI-KI-GmbH--150509,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,150509
Klein Tools Europe GmbH,kleintools.eu,+49 89 3779965-0,contact@kleintools.eu,"Friedenheimer Brücke 20, 80639, München, Germany",Germany,Hall B4 Ground floor | 539,"In 1857, Mathias Klein emigrated from Germany to the USA, where he headed west and opened his business in the bustling commercial district of Chicago. His ""communications industry"" consisted of just a few bare wires on thin telegraph poles. Much has happened in the world since 1857. Klein has grown into a multi-million dollar company, but still focuses on the needs of craftsmen – and manufactures products that meet professional quality standards. Klein Tools doesn't just make first-class products. Klein Tools makes first-class products that meet the demands of those who use them every day. Because our standards are as high as yours, we expect every one of our hand tools to deliver the performance, durability, and precision required to get the job done flawlessly. We can meet these rigorous standards by using only the highest quality materials and employing excellent craftsmanship. Klein isn't just our company name; it's our family name. That's why we need to be proud of everything we produce. For professional tradespeople, only the best will do. Klein Tools Inc. today stands for much more than just small pliers. The company's product range has expanded and now includes, in addition to electrical and telecommunications tools, virtually all essential hand tools for the construction, electronics, mining, and general industrial sectors.",,München,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Klein-Tools-Europe-GmbH--131665,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131665
KLUDI GmbH & Co. KG,kludi.com,+49 2373 904-0,info@kludi.com,"Am Vogelsang 31 - 33, 58706, Menden, Germany",Germany,Hall B6 | 722,"KLUDI - The Shape of Water. KLUDI GmbH & Co. KG - founded in 1926 in the Sauerland region of Germany - stands for almost 100 years of experience in the development and manufacture of high-quality fittings for bathrooms and kitchens. This tradition as a fittings specialist has given rise to KLUDI products uniquely combine excellent ‘German quality’, maximum functionality, innovative technologies and first-class design in a unique way. Time and again, KLUDI has given important impetus to developments in the bathroom and kitchen with pioneering solutions. Around 170 inventions and over 100 patents can be attributed to the medium-sized company based in Menden - as well as numerous prestigious design and innovation awards. Among other things, KLUDI was honoured this year with the Red Dot and the German Design Award. The KLUDI family includes around 450 employees in sales and production companies in Europe and Asia. In addition to the fully integrated main plant in Menden, KLUDI manufactures its fittings in Ras Al Khaimah/United Arab Emirates. From there, they are exported to over 100 countries. KLUDI has been part of the RAK Ceramics Group since 2022.",,Menden,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--KLUDI-GmbH-Co-KG--131407,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131407
