exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
"The Moonshot R&D Program for agriculture, forestry and fisheries",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"The Moonshot R&D Program for agriculture, forestry and fisheries",A-15,Exhibitor in BioJapan,Yokohama,
The Mt.Fuji Foundation for Healthcare Innovation and Cluster Development,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The Mt.Fuji Foundation for Healthcare Innovation and Cluster Development,D-58,Exhibitor in BioJapan,Yokohama,
The National Institute of Advanced Industrial Science and Technology (AIST),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The National Institute of Advanced Industrial Science and Technology (AIST),C-51/PTR-09,Exhibitor in BioJapan,Yokohama,
The Photonics Hub for Life and Biomedical Engineering,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The Photonics Hub for Life and Biomedical Engineering,A-42,Exhibitor in BioJapan,Yokohama,
The University of Osaka Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The University of Osaka Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
The University of Tokyo,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The University of Tokyo,,Exhibitor in BioJapan,Yokohama,
The University of Tokyo Biodesign,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The University of Tokyo Biodesign,H-01,Exhibitor in healthTECH JAPAN,Yokohama,
The University of Tokyo Edge Capital Partners,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The University of Tokyo Edge Capital Partners,,Exhibitor in BioJapan,Yokohama,
"The University of Tokyo Edge Capital Partners, Co., Ltd.(UTEC)",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"The University of Tokyo Edge Capital Partners, Co., Ltd.(UTEC)",V-21,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
The University of Tokyo Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,The University of Tokyo Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"The University of Tokyo Pandemic Preparedness, Infection and Advanced Research Center",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"The University of Tokyo Pandemic Preparedness, Infection and Advanced Research Center",A-41,Exhibitor in BioJapan,Yokohama,
TherapiAI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TherapiAI,D-19,Exhibitor in BioJapan,Yokohama,
Thyra Imaging,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Thyra Imaging,,Exhibitor in BioJapan,Yokohama,
TIGER CORPORATION,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TIGER CORPORATION,R-47,Exhibitor in Regenerative Medicine Japan,Yokohama,
TIME TRAVELER,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TIME TRAVELER,D-47,Exhibitor in BioJapan,Yokohama,
Timegate Instruments & Photontrace,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Timegate Instruments & Photontrace,B-37,Exhibitor in BioJapan,Yokohama,
"TLO-KYOTO Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"TLO-KYOTO Co., Ltd.",B-03,Exhibitor in BioJapan,Yokohama,
TOHO HOLDINGS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TOHO HOLDINGS,R-17-03,Exhibitor in Regenerative Medicine Japan,Yokohama,
Tohoku University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tohoku University,,Exhibitor in BioJapan,Yokohama,
"Tohoku University Knowledge Cast Co.,Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Tohoku University Knowledge Cast Co.,Ltd.",V-72,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Tohoku University Tohoku Medical Megabank Organization,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tohoku University Tohoku Medical Megabank Organization,A-72,Exhibitor in BioJapan,Yokohama,
Tokai BioCommunity,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokai BioCommunity,A-04,Exhibitor in BioJapan,Yokohama,
Tokai National Higher Education and Research System Nagoya University StarSI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokai National Higher Education and Research System Nagoya University StarSI,V-65,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Tokai University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokai University,A-50,Exhibitor in BioJapan,Yokohama,
"TOKIWA Bio,",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"TOKIWA Bio,",V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Tokushima University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokushima University,D-37,Exhibitor in BioJapan,Yokohama,
Tokyo Denki University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo Denki University,A-50,Exhibitor in BioJapan,Yokohama,
"Tokyo Future Style,",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Tokyo Future Style,",B-43,Exhibitor in BioJapan,Yokohama,
Tokyo Medical University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo Medical University,A-50,Exhibitor in BioJapan,Yokohama,
Tokyo Metropolitan Institute for Geriatrics and Gerontology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo Metropolitan Institute for Geriatrics and Gerontology,B-13,Exhibitor in BioJapan,Yokohama,
Tokyo Metropolitan Institute of Medical Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo Metropolitan Institute of Medical Science,B-11,Exhibitor in BioJapan,Yokohama,
Tokyo Metropolitan University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo Metropolitan University,A-50,Exhibitor in BioJapan,Yokohama,
Tokyo University of Agriculture and Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo University of Agriculture and Technology,A-15,Exhibitor in BioJapan,Yokohama,
Tokyo University of Pharmacy and Life Sciences,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo University of Pharmacy and Life Sciences,A-60,Exhibitor in BioJapan,Yokohama,
Tokyo University of Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo University of Science,A-50,Exhibitor in BioJapan,Yokohama,
Tokyo Women's Medical University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tokyo Women's Medical University,A-50,Exhibitor in BioJapan,Yokohama,
TokyoTatemono,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TokyoTatemono,B-28,Exhibitor in BioJapan,Yokohama,
TOMY SEIKO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TOMY SEIKO,R-13,Exhibitor in Regenerative Medicine Japan,Yokohama,
TOPPAN,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TOPPAN,C-37,Exhibitor in BioJapan,Yokohama,
Toray Industries,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Toray Industries,B-72,Exhibitor in BioJapan,Yokohama,
Toregem BioPharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Toregem BioPharma,A-08,Exhibitor in BioJapan,Yokohama,
Tosoh Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tosoh Corporation,D-111,Exhibitor in BioJapan,Yokohama,
TOTTORI BIO FRONTIER,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TOTTORI BIO FRONTIER,C-31,Exhibitor in BioJapan,Yokohama,
Toyama Pharmaceutical Consortium,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Toyama Pharmaceutical Consortium,D-104,Exhibitor in BioJapan,Yokohama,
Toyama Prefectural University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Toyama Prefectural University,D-104,Exhibitor in BioJapan,Yokohama,
"Toyama prefectural university, Laboratory of Biopharmaceutical Human Resource Developement for Manufacturing and Quality Assurance",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Toyama prefectural university, Laboratory of Biopharmaceutical Human Resource Developement for Manufacturing and Quality Assurance",A-64,Exhibitor in BioJapan,Yokohama,
"Toyo Seikan Group Holdings,",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Toyo Seikan Group Holdings,",R-30,Exhibitor in Regenerative Medicine Japan,Yokohama,
TOYOBO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TOYOBO,D-55,Exhibitor in BioJapan,Yokohama,
"TOYOBO CO.,LTD.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"TOYOBO CO.,LTD.",D-55,Exhibitor in BioJapan,Yokohama,
Toyohashi Biomass Solutions,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Toyohashi Biomass Solutions,B-49,Exhibitor in BioJapan,Yokohama,
transgenic,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,transgenic,A-13,Exhibitor in BioJapan,Yokohama,
Transistor Robotics Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Transistor Robotics Inc.,V-01,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Transpharmation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Transpharmation,B-84,Exhibitor in BioJapan,Yokohama,
TrialKey,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TrialKey,D-95,Exhibitor in BioJapan,Yokohama,
TSK Laborarory International Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TSK Laborarory International Japan,D-56,Exhibitor in BioJapan,Yokohama,
Tsukahara Sho,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tsukahara Sho,A-04,Exhibitor in BioJapan,Yokohama,
Tsuruoka Science Park,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Tsuruoka Science Park,A-05,Exhibitor in BioJapan,Yokohama,
Twist Bioscience,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Twist Bioscience,D-03,Exhibitor in BioJapan,Yokohama,
"TWOCELLS COMPANY, LIMITED",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"TWOCELLS COMPANY, LIMITED",V-42,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
TXP Medical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,TXP Medical,C-48,Exhibitor in BioJapan,Yokohama,
U-Medico Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,U-Medico Inc.,R-29,Exhibitor in Regenerative Medicine Japan,Yokohama,
ubivec,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ubivec,H-07,Exhibitor in healthTECH JAPAN,Yokohama,
UniBio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,UniBio,,Exhibitor in Regenerative Medicine Japan,Yokohama,
UnicoCell Biomed,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,UnicoCell Biomed,D-26,Exhibitor in BioJapan,Yokohama,
Union of Kansai Governments,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Union of Kansai Governments,B-52,Exhibitor in BioJapan,Yokohama,
UNITED SILK,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,UNITED SILK,A-15,Exhibitor in BioJapan,Yokohama,
Unither Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Unither Pharma,D-30,Exhibitor in BioJapan,Yokohama,
University College London (UCL),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,University College London (UCL),C-24,Exhibitor in BioJapan,Yokohama,
University of Miyazaki,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,University of Miyazaki,B-04,Exhibitor in BioJapan,Yokohama,
University of Shizuoka,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,University of Shizuoka,V-94,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
University of Toyama,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,University of Toyama,D-104,Exhibitor in BioJapan,Yokohama,
University of Tsukuba,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,University of Tsukuba,A-57,Exhibitor in BioJapan,Yokohama,
University of Tsukuba Digital-Bio International Center,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,University of Tsukuba Digital-Bio International Center,A-58,Exhibitor in BioJapan,Yokohama,
University of Tsukuba T-CReDO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,University of Tsukuba T-CReDO,V-92,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Urban Innovation Institute,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Urban Innovation Institute,A-16,Exhibitor in BioJapan,Yokohama,
UTokyo Innovation Platform,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,UTokyo Innovation Platform,,Exhibitor in BioJapan,Yokohama,
VALIDATOR,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,VALIDATOR,B-05,Exhibitor in BioJapan,Yokohama,
VC Cell Therapy,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,VC Cell Therapy,,Exhibitor in Regenerative Medicine Japan,Yokohama,
VECT-HORUS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,VECT-HORUS,B-06,Exhibitor in BioJapan,Yokohama,
VectorBuilder,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,VectorBuilder,C-34,Exhibitor in BioJapan,Yokohama,
"Veneno Technologies Co., LTD.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Veneno Technologies Co., LTD.",V-14,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Veritas In Silico,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Veritas In Silico,,Exhibitor in BioJapan,Yokohama,
Viral Vector Manufacturing Facility,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Viral Vector Manufacturing Facility,D-95,Exhibitor in BioJapan,Yokohama,
VisasQ,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,VisasQ,D-112,Exhibitor in BioJapan,Yokohama,
"Vision Incubate Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Vision Incubate Co., Ltd.",V-35,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Vitacore Industries Inc,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Vitacore Industries Inc,B-86,Exhibitor in BioJapan,Yokohama,
VIVEBIOTECH SL.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,VIVEBIOTECH SL.,B-51,Exhibitor in BioJapan,Yokohama,
W.L. Gore & Associates,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,W.L. Gore & Associates,,Exhibitor in BioJapan,Yokohama,
Wacker Biotech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Wacker Biotech,C-14,Exhibitor in BioJapan,Yokohama,
Wakayama University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Wakayama University,A-35,Exhibitor in BioJapan,Yokohama,
Wallonia Export - Investment Agency (AWEX) - Seoul,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Wallonia Export - Investment Agency (AWEX) - Seoul,C-35,Exhibitor in BioJapan,Yokohama,
Wallonia Export - Investment Agency (AWEX) - Taipei,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Wallonia Export - Investment Agency (AWEX) - Taipei,C-35,Exhibitor in BioJapan,Yokohama,
Wallonia Export-Investment Agency,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Wallonia Export-Investment Agency,C-35,Exhibitor in BioJapan,Yokohama,
Waseda University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Waseda University,A-23,Exhibitor in BioJapan,Yokohama,
Waters Biosciences (formerly BD Biosciences),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Waters Biosciences (formerly BD Biosciences),R-18,Exhibitor in Regenerative Medicine Japan,Yokohama,
WellThera,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,WellThera,C-64,Exhibitor in BioJapan,Yokohama,
Willsame Inc. / Life Science Incubation Council,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Willsame Inc. / Life Science Incubation Council,V-29,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
WPD Pharmaceuticals,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,WPD Pharmaceuticals,C-30,Exhibitor in BioJapan,Yokohama,
WuXi AppTec Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,WuXi AppTec Japan,D-68,Exhibitor in BioJapan,Yokohama,
WuXi XDC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,WuXi XDC,D-48,Exhibitor in BioJapan,Yokohama,
xCARE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,xCARE,B-23,Exhibitor in BioJapan,Yokohama,
xFOREST Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,xFOREST Therapeutics,B-50,Exhibitor in BioJapan,Yokohama,
XiS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,XiS,D-106,Exhibitor in BioJapan,Yokohama,
YAMAGUCHI PREFECTURAL INDUSTRIAL TECHNOLOGY INSTITUTE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,YAMAGUCHI PREFECTURAL INDUSTRIAL TECHNOLOGY INSTITUTE,R-43,Exhibitor in Regenerative Medicine Japan,Yokohama,
Yamaguchi University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Yamaguchi University,B-04,Exhibitor in BioJapan,Yokohama,
YiPSCELL Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,YiPSCELL Inc.,B-20,Exhibitor in BioJapan,Yokohama,
YL Okinawa Research & Developmant Center G.K.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,YL Okinawa Research & Developmant Center G.K.,A-03,Exhibitor in BioJapan,Yokohama,
YMC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,YMC,B-47,Exhibitor in BioJapan,Yokohama,
Ymmunobio AG,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Ymmunobio AG,,Exhibitor in BioJapan,Yokohama,
Yokogawa Electric Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Yokogawa Electric Corporation,D-109,Exhibitor in BioJapan,Yokohama,
Yokohama / Kawasaki Pavilion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Yokohama / Kawasaki Pavilion,B-05,Exhibitor in BioJapan,Yokohama,
Yokohama City University [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Yokohama City University [NINEJP],,Exhibitor in BioJapan,Yokohama,
Yokohama National University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Yokohama National University,A-44,Exhibitor in BioJapan,Yokohama,
"Yoshida Lab, Center for iPS Cell Research and Application, Kyoto university",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Yoshida Lab, Center for iPS Cell Research and Application, Kyoto university",A-25,Exhibitor in BioJapan,Yokohama,
YOUTH BIO GLOBAL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,YOUTH BIO GLOBAL,B-20,Exhibitor in BioJapan,Yokohama,
Zaiseido Pharmaceutical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Zaiseido Pharmaceutical,B-52,Exhibitor in BioJapan,Yokohama,
zenius,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,zenius,H-02,Exhibitor in healthTECH JAPAN,Yokohama,
ZENOGEN PHARMA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ZENOGEN PHARMA,R-22,Exhibitor in Regenerative Medicine Japan,Yokohama,
"Zeo Next Co.,Ltd",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Zeo Next Co.,Ltd",B-52,Exhibitor in BioJapan,Yokohama,
ZONHON BIOPHARMA INSTITUTE,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ZONHON BIOPHARMA INSTITUTE,D-113,Exhibitor in BioJapan,Yokohama,
株式会社INOMER,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,株式会社INOMER,B-52,Exhibitor in BioJapan,Yokohama,
Ａｎｙｍｉｃｓ,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Ａｎｙｍｉｃｓ,B-50,Exhibitor in BioJapan,Yokohama,
ＧＣＪ,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ＧＣＪ,A-06,Exhibitor in BioJapan,Yokohama,
