exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
NG Beauty World Fzco,fragranceworld.ae,+97148806223,finance@nggroup.com,"Plot No. EWTA 37, 38, Mina, Jebel Ali Free Zone, Dubai, United Arab Emirates",United Arab Emirates,NG Beauty World Fzco,B12,,Dubai,
Niche Notions LLC,,+971505762425,hello@officialkbeauty.com,"191591, United Arab Emirates",United Arab Emirates,Niche Notions LLC,A38,,,
Nikita Aleksandrovich Selyanin,,,,"23 Vagzhanova Street 23, 170100, Tver, Russia",Russia,Nikita Aleksandrovich Selyanin,B15,,Tver,
NILONICA,,+821053905861(what'sapp),nilonica.kbeauty@gmail.com,"Sowol-ro 44ga-gil 9-1, 04344, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",NILONICA,D15,"NILONICA is a Korean skincare brand featuring rare Nilotica shea butter—representing just 1% of the world's shea, sourced...",Seoul,
Nine Stars Perfumes Trading LLC SP,khadlaj-perfumes.com,+971503829222,9stars@9stars.ae,"Corniche Street, Al Majaz 1, Al Majaz, Sharjah, United Arab Emirates",United Arab Emirates,Nine Stars Perfumes Trading LLC SP,G36,"9Stars is a UAE-based premium supplier specializing in high-quality empty perfume bottles for brands, retailers, and fragrance...",Sharjah,
Ningbo Aobang Sprayer Co. Ltd.,,+8657462477788,jinny@yundasprayer.com,"Laofangqiao Industry Area, 315455, Yuyao, China",China,Ningbo Aobang Sprayer Co. Ltd.,A10,"Ningbo Aobang Sprayer CO.,LTD(YUYAO YUNDA SPRAYER CO.,LTD) was founded in 2009, which is a professional engaged in all sorts...",Yuyao,
"NINGBO BLOOMSUN COSMETICS Co., Ltd",skcosmetics.ae,+8615258230974,bd@bloomsun.com,"JinNiu Middle Road,Moushan Town No.57-1, 315400, Yuyao, China",China,"NINGBO BLOOMSUN COSMETICS Co., Ltd",D37,,Yuyao,
"NINGBO CHENMING SPRAYER CO.,LTD.",,+8613566342121,qing@cm-sprayer.com,"NO.138 QISHAN VILLAGE, 315400, YUYAO, China",China,"NINGBO CHENMING SPRAYER CO.,LTD.",H37,,YUYAO,
"NINGBO E-YANG INTERNATIONAL TRADE CO.,LTD.",,+8681858912,evan@eyang-nb.com,"Yangfan Road, 1678, Zhejiang, China",China,"NINGBO E-YANG INTERNATIONAL TRADE CO.,LTD.",D31,,Zhejiang,
Ningbo Fechii Flavors & Fragrance Co. LTD,fragranceworld.ae,+8657483002070,zhangy@fechii.com,"Southern Business District of Yinzhou, 315199, Ningbo, China",China,Ningbo Fechii Flavors & Fragrance Co. LTD,Z3-D40,"Rooted in China, we focus on the R&D and innovation of natural Chinese aromatic ingredients. We bridge millennia of olfactory...",Ningbo,
"NINGBO HAWARD RAZOR CO., LTD.",wa.me,+8618966388617,kendrick@hawardcare.com,"Huigu Centre, Jiangbei District, 315033, NINGBO, China",China,"NINGBO HAWARD RAZOR CO., LTD.",D32,,NINGBO,
"Ningbo Jingyan Trading Co.,Ltd",jingyanperfume.com,+8657487565670,sales@nb-jingyan.cn,"Room 1505, Hengyi Plaza Office 315033, 315033, Zhejiang, China",China,"Ningbo Jingyan Trading Co.,Ltd",K15,,Zhejiang,
"Ningbo Kaili Holding Group Co., Ltd",kailirazor.com,+8613566526041,cathy@kailirazor.com,"Changyang Road 9, 315033, Ningbo, China",China,"Ningbo Kaili Holding Group Co., Ltd",H34,"We are the professional & large-scale razor factory in china.We are razor factory specializing in design, research and production.Have...",Ningbo,
"Ningbo Lao Plastic Technology Co., Ltd.",,+8616621337561,lucy.ran@insbeauty.com,"Beixing Road No 888, 315400, Zhejiang, China",China,"Ningbo Lao Plastic Technology Co., Ltd.",L36,"Established in 2017,Focusing on the research and production of cosmetics and pharmaceutical packaging.As one of the leading...",Zhejiang,
"Ningbo Pulisi Daily Chemical Products Co., Ltd.",pulisichina.com,+868618768128515,pulisi@pulisi1991.com,"Fangjia Road,, Yuyao City, China",China,"Ningbo Pulisi Daily Chemical Products Co., Ltd.",H25,,Yuyao City,
"Ningbo Seng Cze Marcrospray Co., Ltd",,+868613738805152,market@sengcze.com,"Jinhan Road No 110, 315480, Zhejiang, China",China,"Ningbo Seng Cze Marcrospray Co., Ltd",A18,"Ningbo Seng Cze Macrospray Co., Ltd was established in 1988 and is a company specialized in manufacturing trigger sprayer...",Zhejiang,
Ningbo Somewang Packaging Co. Ltd.,wa.me,+8657488251730,info@somewang.com,"South Kechuang Road, Haishu District, 315100, Ningbo, China",China,Ningbo Somewang Packaging Co. Ltd.,B10,"SOMEWANG focus on manufacturing and R&D solution in the packaging field specializing in Beauty & Cosmetics, Pharmaceuticals...",Ningbo,
Noorani & Co,nooraniperfumes.com,+9265682917,ozair1978@gmail.com,"BLOCK # 2, 74400, KARACHI, Pakistan",Pakistan,Noorani & Co,G43,,KARACHI,
Norex Flavours Private Limited,norex.in,+915924273095,vishal@norex.in,"Gajraula - Chandpur Rd, Dhanaura, 244231, Mandi Dhanaura, India",India,Norex Flavours Private Limited,E10,"Founded in 1994, a family-owned and professionally managed company. · Two state-of-the-art manufacturing facilities...",Mandi Dhanaura,
NORM BITKISEL URUNLER PAZARLAMA SAN. VE TIC. LTD. STI.,skcosmetics.ae,+905335767058,miray.kara@normbitkisel.com,"Mecidiye Mah. Selçuk Cad. Detay Blok No:85, İç Kapı No:1, Sultanbeyli, Istanbul, Türkiye",Türkiye,NORM BITKISEL URUNLER PAZARLAMA SAN. VE TIC. LTD. STI.,A16,,Istanbul,
Northern Aromatics Private Limited,,+911206951700,raghav.lall@northernaromatics.com,"S.S.G.T. Road NH 24, 201009, Ghaziabad, India",India,Northern Aromatics Private Limited,C06,"Established in 1979, Northern Aromatics Limited (NAL) has solidified its position as a leading manufacturer in the fragrance...",Ghaziabad,
Nouvelle Exports FZCO,nouvelleexports.ae,+971502965700,info@nouvelleexports.ae,"DUBAI SILICON OASIS (DSO), United Arab Emirates",United Arab Emirates,Nouvelle Exports FZCO,C16,Nouvelle Export FZCO is a UAE-based global trading and procurement company specializing in sourcing and supplying industrial...,,
Nouvelle Parfumerie Gandour,,+221338321854,c.smith@npgsenegal.com,"KM 7.5 Rote De Rufisque, 982, Dakar, Senegal",Senegal,Nouvelle Parfumerie Gandour,B26,"In 1961, the Gandour family set up their own cosmetology research center in West Africa, where they created a world of beauty...",Dakar,
Nova Beauty Eyes International Limited,beautyandperfumeintl.com,+8618932435573,laurayang12@outlook.com,"458-468 Hennessy Road, Hong Kong, Hong Kong",Hong Kong,Nova Beauty Eyes International Limited,H19,Nova Beauty Eyes International Limited was founded in September 2019 and embarked on its international trade journey in March...,Hong Kong,
Novanex Wholesale Ltd,novanex.co.uk,+442085457711,robert@novanex.co.uk,"Wadsworth Road 18, UB6 7JD, London, Great Britain and Northern Ireland",Great Britain and Northern Ireland,Novanex Wholesale Ltd,B09,"Novanex offers a comprehensive wholesale solution, featuring an extensive inventory of health and beauty goods. Regardless...",London,
NOVJIN SRL,,+393318389981,tsebella410@gmail.com,"Via Garibaldi 7/A, 40124, Bologna, Italy",Italy,NOVJIN SRL,A22,Our company focus on hair products.,Bologna,
"Noyain Biochemicals Co.,Ltd",,+8618011804008,bd@noyain-mfg.com,"No.13-19 Ketai 2nd Rd Baiyun Hi-tech Zone, 510540, Guangzhou, China",China,"Noyain Biochemicals Co.,Ltd",I25,,Guangzhou,
"NS Retail Co., Ltd.",,+8270-8789-7857,nsimport@petitfee.com,"Mapo-gu, 04163, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","NS Retail Co., Ltd.",C08,,Seoul,
NUANCE PARFUMS,nuanceparfums.com,+3351261641,contact@nuanceparfums.com,"rue saint Honoré 320, 75001, Paris, France",France,NUANCE PARFUMS,D33,"The collection explores materials through light, texture and atmosphere. Vanilla becomes shadow and warmth, moving between...",Paris,
Nuance Professional Ltda Epp,nuanceprofessional.com.br,+556298258-0123,kelly@nuanceprofessional.com.br,"Avenida Bela Vista,, 74921-206, Aparecida de Goiânia, Brazil",Brazil,Nuance Professional Ltda Epp,D09,We are in over 23 countries around the world and we believe that through outer beauty we can change people's inner beauty...,Aparecida de Goiânia,
Nucalm,,+1353-587-2842,agamazurdublin@gmail.com,"Airmotive way 1325, 89502, Nevada, United States",United States,Nucalm,G12A,,Nevada,
Nurani Import Export S.L.U,nuraniimportexport.com,+34632532454,hasan@nuraniimportexport.com,"Nave Carrer Torrassa 94 17, 08930, Barcelona, Spain",Spain,Nurani Import Export S.L.U,C18,Nurani Import Export S.L.U is a premier European B2B distributor and wholesale exporter specializing in high-demand personal...,Barcelona,
Nutrione,,+8270-4077-0244,glt1@nutrione.co.kr,"42, Olympic-ro 35da-gil Songpa-gu, 05510, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Nutrione,C11,Nutrione is a leading South Korean health and wellness company specializing in innovative nutritional supplements and inner...,Seoul,
NV International (Asia) Limited,,+85228664154,fredakwong@nvibeauty-sg.com,"Wang Chiu Road 11, Hong Kong",Hong Kong,NV International (Asia) Limited,E32,"NVI design, engineer, source, and manufacture primary and secondary packaging and turnkey, leverage the latest manufacturing...",,
O B S General Trading LLC,,+97144004000,raqueeb.basari@obsgroup.com,"88001, Dubai, United Arab Emirates",United Arab Emirates,O B S General Trading LLC,F38,OBS Group (BinSulaiman Group – OBS) is a UAE-based diversified business group with a strong presence across the Middle East...,Dubai,
O'clearien,oclearien.com,+8210-8006-9114,sales@oclearien.com,"Yeongdeungpo-ro 377, 07318, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",O'clearien,C14,"O’clearien is a Korean clean skincare brand dedicated to creating comfortable, balanced, and healthy-looking skin. With our...",Seoul,
Ofbase,ofbase.co.kr,+8210-5351-2979,aiden@eyesomekorea.co.kr,"1412ho, 127, Beobwon-ro,, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Ofbase,"C12, C12","""Build your Daily Layers, Awaken the True Essence of Skin."" OFBASE creates a High Performance Skin Base that delivers higher...",Seoul,
OKUYUCULAR PERAKENDE VE MAĞAZACILIK LİMİTED ŞİRKETİ,,+905494448345,fayiz.harbo@lorisparfum.com,"Gebze Dilovasi OSB Mah., 41455, Kocaeli, Türkiye",Türkiye,OKUYUCULAR PERAKENDE VE MAĞAZACILIK LİMİTED ŞİRKETİ,G12,,Kocaeli,
Olika,,+21651051126,arbiajebali679@gmail.com,"Rue Sanad Ras Tabia, Bardo 2, 2000, Tunis, Tunisia",Tunisia,Olika,A07,"Olika is a Tunisian natural skincare brand founded in 2021 by Arbia Jbeli. Rooted in the rich heritage of Tunisia, Olika...",Tunis,
"OLILA (GUANGZHOU) COSMETIC PACKAGE CO.,LTD",skcosmetics.ae,,olihak@vip.163.com,"RD, No.12 Bldg, 1, 510308, Guangzhou, China",China,"OLILA (GUANGZHOU) COSMETIC PACKAGE CO.,LTD",I28,,Guangzhou,
Omar Banafea Oud L.L.C.,banafaforoud.com,+966556645353,anas@banafaforoud.com,"Naif Street, Al Dhagaya Shop No.M, 86945, Dubai, United Arab Emirates",United Arab Emirates,Omar Banafea Oud L.L.C.,C32,"About Banafa for Oud Established in 1987, Banafa for Oud is a market leader in crafting unique, luxury aromatic scents. We...",Dubai,
Omniscent Fragrances Perfumes Trading L.L.C.,omniscent.ae,+97145876636,,"3929, United Arab Emirates",United Arab Emirates,Omniscent Fragrances Perfumes Trading L.L.C.,F32,"Azha, founded by third generation of Perfumers, was discovered during the worst times that the world has seen, where life...",,
"OMS International Co., Ltd",,+8270-4187-3540,sales@dr-f5.com,"105-18 Dasanjungang-ro, 12248, Namyangju-si, Gyeonggi-do, Korea, the Republic of (South)","Korea, the Republic of (South)","OMS International Co., Ltd",D38,"DR.F5 and MENOMOSO are K-Beauty brands developed by OMS International, each offering a distinctive approach to modern skincare...","Namyangju-si, Gyeonggi-do",
One World International Ltd.,fragranceworld.ae,+8618359452002,zhoufeng.kang@bayblue.hk,"228 Park Ave. S#79525, 10003, New York, United States",United States,One World International Ltd.,A18,"ONE WORLD is engaged in global trade and drop shipping, specializing in the international distribution of fragrances, skincare...",New York,
One World Trading LLC,fragranceworld.ae,+97145588567,nathalie@owtrading.com,"182150, United Arab Emirates",United Arab Emirates,One World Trading LLC,D09,"One World Trading LLC (OWT) is the exclusive distributor of revolutionary grooming products in the UAE: Footlogix, the...",,
Onest Limited,,,marketing@onestltd.com,"703 Mind Space, Link Road, Malad West, 400064, Mumbai, India",India,Onest Limited,"G18, A15","ONEST BEAUTYKRAFT LIMITED is an integral part of Onest Limited, working as a separate division with sheer focus on the business...",Mumbai,
OPL Innovation Group (Asia) Limited,opl-innovation.com,+8613706131110,xinyi.wu@opl-innovation.com,"Tianedang Rd. No.66, 215104, Suzhou, China",China,OPL Innovation Group (Asia) Limited,G35,OPL Innovation is a well-established company specializing in premium cosmetic packaging solutions. Headquartered in Hong...,Suzhou,
Orbit Trading LLC,orbittrd.us,,sales@orbittrd.us,"W RIVERSIDE AVE STE N 522, 99201-0580, Spokane, United States",United States,Orbit Trading LLC,B37,"Orbit Trading LLC is a company dedicated to the beauty device industry, established in 2015 and headquartered in the United...",Spokane,
Orientco Dis Ticaret Ve Insaat San. Ltd Sirketi,,+905447668840,export@orientco.com.tr,"Cad. Skyland B No: 4 B IÇ Kapi No: 360, Istanbul, Türkiye",Türkiye,Orientco Dis Ticaret Ve Insaat San. Ltd Sirketi,C12,"Hoppa is a modern skincare brand from Turkey that combines natural, clean, and effective formulations with stylish design...",Istanbul,
Orientica Perfumes Industry FZE,khadlaj-perfumes.com,+97197154995,marketing1@orienticaperfumes.com,"2305 Trade Centre 1, Shiekh Zayed Road, 0000, Dubai, United Arab Emirates",United Arab Emirates,Orientica Perfumes Industry FZE,A16,"Orientica Perfumes is a luxury fragrance house based in the UAE, specializing in the creation, production, and global distribution...",Dubai,
ORO VENTO PARFUM LLC,orovento.com,+97145774403,alwyn@orovento.com,"Saeed Tower O1 Building Unit 1506, Dubai, United Arab Emirates",United Arab Emirates,ORO VENTO PARFUM LLC,A21,,Dubai,
"OSEAN'S INT'L CO., LTD.",oceansint.com,+8210-8808-7743,frank@oseansint.com,"Mayu-ro Siheung-si 71, Gyeonggi-do, Korea, the Republic of (South)","Korea, the Republic of (South)","OSEAN'S INT'L CO., LTD.",A28,,Gyeonggi-do,
"OSSTEM PHARMA CO., LTD.",osstempharma.com,+8270-5118-0330,navy542@osstempharma.com,"123, Gasan digital 2-ro 12TH, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","OSSTEM PHARMA CO., LTD.",D30,OSSTEM PHARMA is an oral care company dedicated to improving oral health through continuous research and technological innovation...,Seoul,
"OU International Co., Ltd",,+822-6952-4097,ouexport@oukorea.com,",5,6F, 346, Salgoji-gil, Seongdong-gu, 2, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","OU International Co., Ltd",D13,One-day’s you is a skincare brand that includes only what is truly necessary to keep the skin feeling fresh. It proposes...,Seoul,
OUD AL SALAM PERFUMES AND COSMETICS IND L.L.C,khadlaj-perfumes.com,+97165246699,info@oudalsalam.com,"Al Jeddah Street, Ajman, United Arab Emirates",United Arab Emirates,OUD AL SALAM PERFUMES AND COSMETICS IND L.L.C,G12,"Oud Al Salam Perfumes is a trailblazer in the world of perfumery for nearly three decades,The artistry extends beyond the...",Ajman,
Oudh Al Anfar Manufacturing LLC,oudhalanfar.com,+97142257580,abdullahanfar@oudhalanfar.com,"Al Ghail Industrial Park P-81, 294181, Ras Al Khaimah, United Arab Emirates",United Arab Emirates,Oudh Al Anfar Manufacturing LLC,A16,"Oudh Al Anfar is a luxury perfume house from Dubai, renowned for crafting timeless oriental and western fragrances with a...",Ras Al Khaimah,
OUKELAI Biotechnology,,+1917-929-6997,qdcosmetic.sales@gmail.com,"S Oak Hill Street, 80018, Aurora, United States",United States,OUKELAI Biotechnology,B32,"QD Cosmetic LLC is a professional manufacture of cosmetics, integrated with R&D, manufacturing, and distribution. The company...",Aurora,
Ouxinmay Packaging Industries (HK) Co.,,+8613719386388,admin@oxmpackaging.com,"Kowloon, Hong Kong",Hong Kong,Ouxinmay Packaging Industries (HK) Co.,H38,"Ouxinmay Packaging Industries (HK) Co. was established in 2010,the reliable manufacturer of plastic tube for cosmetics,pharmaceuticals...",Kowloon,
OVMENT,,+8270-4278-9767,sales@ovment.com,"1006, 186 Gasan digital 1-ro, Geumcheon-gu, 08502, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",OVMENT,G28,OVMENT focuses on women’s evolving health needs at every stage of life. From feminine care and brightening to emotional wellness...,Seoul,
Oyster Cosmetics S.p.A.,skcosmetics.ae,+390376636290,info@oystercosmetics.it,"Via Barzizza 37/A, 46043, Castigilione delle Stiviere, Italy",Italy,Oyster Cosmetics S.p.A.,F25,"Founded in 1983, Oyster Cosmetics is an Italian manufacturer specialized in professional haircare solutions. With a state...",Castigilione delle Stiviere,
OYSTER COSMETICS SPA,oystercosmetics.it,+390376636290,events@oystercosmetics.it,"VIA BARZIZZA 37/A, 46043, CASTIGLIONE DELLE STIVIERE, Italy",Italy,OYSTER COSMETICS SPA,E26,,CASTIGLIONE DELLE STIVIERE,
P. NIKOLOULIA AND SIA OE - SIMPLE USE BEAUTY,beautyandperfumeintl.com,+302102449614,info@simpleuse.eu,"Vardousion 82, 136 72, Athens, Greece",Greece,P. NIKOLOULIA AND SIA OE - SIMPLE USE BEAUTY,B09,"Simple Use Beauty is the premier Greek manufacturer of professional depilatory products, offering a complete ecosystem of...",Athens,
Pacific World General Trading LLC,fragranceworld.ae,+97142202003,mhzg.pacific@gmail.com,"Deira, 19805, Dubai, United Arab Emirates",United Arab Emirates,Pacific World General Trading LLC,C16,"Established in 1979, Aurora Scents is a prestigious perfume brand with a mission to source the world's most exquisite ingredients...",Dubai,
